gene	dn	ds
SAR2666	  0.01707453	  0.05544542
SAR2667	  0.00789563	  0.05666591
SAR2668	  0.00391241	  0.02524848
SAR2669	  0.00164436	  0.03499756
SAR2670	  0.00505448	  0.03624942
SAR2671	  0.00071702	  0.02842165
SAR2672	  0.00517166	  0.02287317
SAR2674	  0.00507872	  0.03250716
SAR0267	  0.00109449	  0.04680605
SAR2675	  0.00177292	  0.02370535
SAR2676	  0.00268129	  0.01256646
SAR2677	  0.00206110	  0.01294955
SAR2678	  0.00407765	  0.02419775
SAR2679	  0.00175664	  0.03078226
SAR2680	  0.00028300	  0.04479601
SAR2681	  0.00150385	  0.02721110
SAR2682	  0.00404798	  0.02676738
SAR2683	  0.00955639	  0.02173118
SAR2684	  0.00508881	  0.07433626
SAR0268	  0.00164406	  0.03548597
SAR2685	  0.00016450	  0.02476071
SAR2686	  0.02645487	  0.06870029
SAR2687	  0.00141592	  0.03010091
SAR2688	  0.00771798	  0.02527059
SAR2689	  0.00011524	  0.01073668
SAR2690	  0.00102155	  0.04136560
SAR2691	  0.00155245	  0.02387967
SAR2692	  0.00370848	  0.02598500
SAR2693	  0.00004692	  0.02633458
SAR2694	  0.00325316	  0.02137498
SAR0269	  0.00327748	  0.03270927
SAR2695	  0.00103544	  0.02702068
SAR2696	  0.00601730	  0.08148002
SAR2697	  0.00401326	  0.02125831
SAR2698	  0.00275844	  0.02003298
SAR2699	  0.00173728	  0.02075275
SAR2700	  0.00515757	  0.03758716
SAR2701	  0.00321911	  0.03690139
SAR2702	  0.00327410	  0.03829553
SAR2703	  0.00238636	  0.01761593
SAR2704	  0.00867122	  0.03612423
SAR2706a	  0.00271149	  0.00000000
SAR2707	  0.00091897	  0.01268037
SAR2708	  0.00302752	  0.01988058
SAR2709	  0.02333183	  0.35977091
SAR2710	  0.00161302	  0.02342129
SAR2711	  0.00331178	  0.01390392
SAR2712	  0.00178103	  0.02981585
SAR2713	  0.00238996	  0.01616805
SAR2714	  0.00163879	  0.02576430
SAR2715	  0.00438153	  0.12006247
SAR2716	  0.01690900	  0.20351728
SAR2718	  0.02010775	  0.05051871
SAR2719	  0.00584412	  0.04549698
SAR2720	  0.00701779	  0.05590747
SAR2721	  0.00345261	  0.02891539
SAR2722	  0.00285206	  0.05616658
SAR2723	  0.00352892	  0.02436949
SAR2724	  0.00049642	  0.01173518
SAR0271	  0.00338039	  0.03928204
SAR2725	  0.01034511	  0.02057095
SAR2726	  0.00452047	  0.03001818
SAR2727	  0.00508610	  0.03407718
SAR2728	  0.00318642	  0.02788697
SAR2729	  0.01076559	  0.02902317
SAR2730	  0.00283123	  0.03526465
SAR2733	  0.00618349	  0.06197227
SAR2734	  0.03276414	  0.06016031
SAR2735	  0.00747297	  0.02644223
SAR2738	  0.01391917	  0.09232740
SAR0272	  0.00597984	  0.02146595
SAR2739	  0.00768621	  0.06552455
SAR2740	  0.01400601	  0.08785764
SAR2741	  0.00998083	  0.04547204
SAR2742	  0.00857976	  0.02892829
SAR2743	  0.00225788	  0.04217374
SAR2744	  0.00343460	  0.11293049
SAR2745	  0.00175181	  0.05746270
SAR2746	  0.00008625	  0.02980813
SAR2747	  0.00059581	  0.01748550
SAR2748	  0.00313385	  0.01693706
SAR0273	  0.00417529	  0.03427894
SAR2749	  0.00300396	  0.01635738
SAR2750	  0.00146618	  0.01030595
SAR2752	  0.08056577	  0.09989939
SAR2753	  0.00743878	  0.03939042
SAR2754	  0.00183695	  0.05814446
SAR2755	  0.00427201	  0.06155369
SAR2756	  0.00537791	  0.06599058
SAR2757	  0.00490354	  0.05454850
SAR2758	  0.00402130	  0.09157451
SAR2759	  0.01278190	  0.05338419
SAR0274	  0.00757306	  0.09100410
SAR2760	  0.00385375	  0.06414747
SAR2761	  0.00668863	  0.08316335
SAR2762	  0.00328299	  0.02287012
SAR2763	  0.00789558	  0.05201809
SAR2764	  0.01069421	  0.02219365
SAR2769	  0.00987943	  0.11359039
SAR0275	  0.00832099	  0.05418247
SAR2770	  0.01053459	  0.12124580
SAR2771	  0.00630886	  0.05751449
SAR2772	  0.01889258	  0.08829765
SAR2773	  0.01279766	  0.05028514
SAR2775	  0.00293069	  0.04792828
SAR2776	  0.00340418	  0.06515320
SAR2777	  0.02197309	  0.06700641
SAR2778	  0.00491546	  0.07932290
SAR2779	  0.00844664	  0.04627045
SAR0276	  0.00473917	  0.03059708
SAR2780	  0.00487480	  0.13809774
SAR2781	  0.00037945	  0.03291731
SAR2782	  0.01208010	  0.08283901
SAR2783	  0.02841507	  0.12653475
SAR2790	  0.00280699	  0.00083037
SAR2791	  0.04136329	  0.06291189
SAR2792	  0.00223445	  0.01362073
SAR0277	  0.00208340	  0.03468016
SAR2793	  0.00065125	  0.03371718
SAR2795	  0.00131209	  0.02557881
SAR2796	  0.00286860	  0.01621424
SAR2797	  0.00095700	  0.02199590
SAR2798	  0.00079691	  0.02672441
SAR2799	  0.00014225	  0.01256238
SAR2800	  0.00000000	  0.00185222
SAR0278	  0.00324276	  0.03170150
SAR0302	  0.00040423	  0.09453726
SAR0303	  0.00408501	  0.06660895
SAR0304	  0.00273660	  0.02278688
SAR0305	  0.00502523	  0.09031942
SAR0306	  0.00257445	  0.03294383
SAR0307	  0.00232619	  0.03516212
SAR0308	  0.00066548	  0.01050745
SAR0309	  0.00492388	  0.02632277
SAR0310	  0.00539800	  0.11225461
SAR0311	  0.00292461	  0.07626930
SAR0312	  0.00159113	  0.04663393
SAR0313	  0.00239458	  0.02732143
SAR0314	  0.00053082	  0.02637958
SAR0315	  0.00315237	  0.02690088
SAR0316	  0.00331728	  0.02906669
SAR0317	  0.00840065	  0.04908580
SAR0003	  0.00030415	  0.00311566
SAR0318	  0.01956302	  0.12100036
SAR0319	  0.00705421	  0.04401547
SAR0320	  0.00642023	  0.05438398
SAR0321	  0.00516376	  0.05502760
SAR0322	  0.00808244	  0.04113527
SAR0323	  0.01179316	  0.11148315
SAR0324	  0.00178311	  0.02200145
SAR0326	  0.00247860	  0.03372639
SAR0327	  0.00395650	  0.05332681
SAR0328	  0.01318599	  0.08466748
SAR0329	  0.00462738	  0.03437813
SAR0330	  0.00068464	  0.03810568
SAR0331	  0.00381187	  0.03382282
SAR0332	  0.00734798	  0.06052254
SAR0333	  0.00103720	  0.02832772
SAR0334	  0.00582218	  0.02852500
SAR0335	  0.00481667	  0.03616166
SAR0338	  0.00371607	  0.05692937
SAR0339	  0.00989114	  0.03895220
SAR0340	  0.00372366	  0.07301644
SAR0341	  0.00398791	  0.09499445
SAR0342	  0.01168452	  0.09664240
SAR0343	  0.00000000	  0.00223373
SAR0344	  0.00046873	  0.06410304
SAR0345	  0.01743605	  0.15259122
SAR0347	  0.00000000	  0.00000000
SAR0348	  0.01088786	  0.07695724
SAR0349	  0.00624781	  0.04936924
SAR0350	  0.00578968	  0.07980883
SAR0351	  0.00332637	  0.03127165
SAR0352	  0.00390514	  0.02411400
SAR0353	  0.00083392	  0.03212912
SAR0354	  0.00241323	  0.04479742
SAR0355	  0.00429180	  0.04305897
SAR0356	  0.00259830	  0.05900674
SAR0357	  0.00492807	  0.04237818
SAR0358	  0.01621271	  0.26156524
SAR0359	  0.00749967	  0.11015356
SAR0360	  0.00070167	  0.11765367
SAR0361	  0.00196340	  0.00917263
SAR0362	  0.00000000	  0.01432460
SAR0363	  0.00033099	  0.01476019
SAR0364	  0.00010698	  0.00162056
SAR0389	  0.00956176	  0.03304679
SAR0390	  0.00304485	  0.03154921
SAR0391	  0.00069946	  0.03861757
SAR0392	  0.01503854	  0.07413997
SAR0393	  0.02235157	  0.00994014
SAR0394	  0.00445823	  0.04989504
SAR0395	  0.02199895	  0.04917385
SAR0396	  0.00247606	  0.03372749
SAR0397	  0.01644660	  0.05123974
SAR0398	  0.00265490	  0.03649860
SAR0399	  0.00008658	  0.01136021
SAR0400	  0.00586105	  0.04626902
SAR0401	  0.00423682	  0.05273132
SAR0401a	  0.00350036	  0.01942343
SAR0402	  0.03627577	  0.01826887
SAR0403	  0.00892783	  0.02036316
SAR0404	  0.00148196	  0.03723633
SAR0405	  0.01148286	  0.05430113
SAR0406	  0.00266056	  0.02799184
SAR0407	  0.00095727	  0.02556710
SAR0408	  0.00005173	  0.05050527
SAR0409	  0.00084740	  0.06675033
SAR0418	  0.02618504	  0.04847555
SAR0420	  0.00883439	  0.06232964
SAR0421	  0.00608727	  0.05964217
SAR0422	  0.05380937	  0.13298903
SAR0004	  0.00077591	  0.01027063
SAR0427	  0.04152448	  0.20716601
SAR0428	  0.03930078	  0.11714672
SAR0433	  0.00676591	  0.12879145
SAR0434	  0.01301282	  0.05527368
SAR0435	  0.00025218	  0.00165472
SAR0437	  0.00379228	  0.05809768
SAR0439	  0.01410043	  0.10741045
SAR0444	  0.00740376	  0.17849945
SAR0445	  0.03451745	  0.26538060
SAR0447	  0.00908349	  0.06211694
SAR0448	  0.01086576	  0.11691120
SAR0449	  0.00527504	  0.08605069
SAR0450	  0.00319272	  0.06796771
SAR0452	  0.00751136	  0.05928970
SAR0453	  0.00638233	  0.04627132
SAR0454	  0.00195289	  0.03170074
SAR0455	  0.00477551	  0.03240367
SAR0456	  0.00333832	  0.04009111
SAR0457	  0.00464425	  0.03876091
SAR0458	  0.00057967	  0.03310403
SAR0459	  0.00600006	  0.02955296
SAR0460	  0.00313255	  0.04770093
SAR0461	  0.00563932	  0.05286924
SAR0462	  0.00098604	  0.00285355
SAR0463	  0.00367290	  0.07943682
SAR0464	  0.00018999	  0.01831193
SAR0465	  0.00039684	  0.01336836
SAR0466	  0.00780039	  0.02584091
SAR0467	  0.00674879	  0.02074265
SAR0468	  0.00157534	  0.01621669
SAR0469	  0.00242644	  0.04029546
SAR0470	  0.00482773	  0.06029462
SAR0471	  0.00224180	  0.03025758
SAR0472	  0.00382715	  0.09013257
SAR0473	  0.00613932	  0.12705244
SAR0474	  0.00000000	  0.00000000
SAR0475	  0.00234283	  0.03174920
SAR0476	  0.00275306	  0.04545186
SAR0477	  0.00178078	  0.05061013
SAR0478	  0.00000000	  0.00567437
SAR0479	  0.00191760	  0.02552935
SAR0482	  0.00509295	  0.02249360
SAR0483	  0.00081071	  0.03878430
SAR0484	  0.00000000	  0.00808476
SAR0485	  0.00267428	  0.00970141
SAR0486	  0.00277431	  0.02225405
SAR0487	  0.00184550	  0.00937549
SAR0488	  0.00268927	  0.03566782
SAR0489	  0.00059951	  0.00956107
SAR0490	  0.00177887	  0.02588021
SAR0491	  0.00151801	  0.02776531
SAR0492	  0.00060932	  0.02463997
SAR0494	  0.00171788	  0.03726594
SAR0495	  0.00018835	  0.00067467
SAR0496	  0.00231190	  0.01411263
SAR0497	  0.00015170	  0.00866519
SAR0498	  0.00767391	  0.02235298
SAR0499	  0.00166600	  0.00117871
SAR0500	  0.00216756	  0.02010934
SAR0501	  0.00005239	  0.01163581
SAR0502	  0.00011538	  0.00651209
SAR0503	  0.00037844	  0.01744717
SAR0504	  0.00158658	  0.02473293
SAR0505	  0.00303594	  0.02351259
SAR0506	  0.00516072	  0.01906974
SAR0507	  0.00106453	  0.01273256
SAR0508	  0.00012322	  0.01963668
SAR0509	  0.00030494	  0.01326372
SAR0510	  0.00412397	  0.03042057
SAR0511	  0.00027715	  0.00354311
SAR0512	  0.00032859	  0.01235053
SAR0513	  0.00092042	  0.01185772
SAR0514	  0.00044511	  0.02263904
SAR0515	  0.01679579	  0.13072909
SAR0516	  0.00194264	  0.02802574
SAR0517	  0.00705024	  0.01346800
SAR0518	  0.00039986	  0.01562909
SAR0521	  0.00125130	  0.04475106
SAR0522	  0.00014059	  0.02321770
SAR0523	  0.00046727	  0.01618854
SAR0524	  0.00020915	  0.02418476
SAR0525	  0.00049415	  0.02958607
SAR0526	  0.00147733	  0.01916004
SAR0527	  0.00061317	  0.01315196
SAR0528	  0.00033612	  0.02612035
SAR0005	  0.00069721	  0.01815165
SAR0529	  0.00122205	  0.01919468
SAR0530	  0.00123706	  0.04800169
SAR0531	  0.00122730	  0.01836671
SAR0532	  0.00027283	  0.00631112
SAR0533	  0.00232181	  0.04077620
SAR0534	  0.00269432	  0.01742071
SAR0535	  0.00068650	  0.03093028
SAR0536	  0.00222747	  0.01726887
SAR0537	  0.00465849	  0.02287158
SAR0538	  0.00380118	  0.01814979
SAR0539	  0.00077841	  0.00051551
SAR0540	  0.00022348	  0.01210098
SAR0542	  0.00067991	  0.00589323
SAR0543	  0.00000000	  0.00101758
SAR0544	  0.00104053	  0.00402620
SAR0545	  0.00134869	  0.00254089
SAR0546	  0.00341822	  0.01699843
SAR0547	  0.00030984	  0.01766569
SAR0548	  0.00029395	  0.02304574
SAR0549	  0.00069142	  0.00307777
SAR0550	  0.00000000	  0.00762378
SAR0551	  0.00000000	  0.00819345
SAR0552	  0.00012130	  0.00969331
SAR0553	  0.00019567	  0.01755893
SAR0554	  0.00035373	  0.00652038
SAR0555	  0.00232148	  0.02959961
SAR0556	  0.00342094	  0.03659660
SAR0557	  0.00278598	  0.02463518
SAR0558	  0.00438039	  0.09856789
SAR0559	  0.00846471	  0.08822526
SAR0560	  0.00173010	  0.02456714
SAR0561	  0.00315621	  0.07886405
SAR0562	  0.00041905	  0.01143494
SAR0563	  0.00199912	  0.01380298
SAR0564	  0.00283740	  0.01885405
SAR0565	  0.00231022	  0.05800499
SAR0566	  0.14772615	  0.19055218
SAR0567	  0.04414232	  0.50877081
SAR0568	  0.01051113	  0.05266504
SAR0569	  0.00466287	  0.05806560
SAR0570	  0.00157693	  0.02692688
SAR0571	  0.00572106	  0.03208325
SAR0572	  0.00577256	  0.04946629
SAR0573	  0.00286148	  0.03557387
SAR0574	  0.00124915	  0.00726468
SAR0575	  0.00438579	  0.04248921
SAR0576	  0.01095600	  0.08771207
SAR0577	  0.00396753	  0.08059283
SAR0578	  0.00611841	  0.00337499
SAR0580	  0.00677952	  0.02640122
SAR0581	  0.00332233	  0.02887484
SAR0582	  0.01183114	  0.00837295
SAR0583	  0.01116523	  0.05811724
SAR0584	  0.00347021	  0.00374966
SAR0585	  0.00035835	  0.02726171
SAR0586	  0.00140473	  0.01737175
SAR0587	  0.00979905	  0.02866000
SAR0588	  0.00030078	  0.01375122
SAR0589	  0.00101143	  0.02130535
SAR0590	  0.00212633	  0.16348929
SAR0591	  0.00094217	  0.03239896
SAR0592	  0.00407964	  0.00000000
SAR0593	  0.00250472	  0.01147908
SAR0594	  0.00183929	  0.01884880
SAR0595	  0.00127177	  0.03505436
SAR0596	  0.00067221	  0.02137278
SAR0597	  0.00219455	  0.03272223
SAR0598	  0.00049730	  0.01659288
SAR0599	  0.00245798	  0.00225770
SAR0600	  0.00842385	  0.05818359
SAR0601	  0.00960283	  0.07070104
SAR0602	  0.00000000	  0.00025124
SAR0607	  0.02834950	  0.07490247
SAR0608	  0.00320890	  0.02859484
SAR0609	  0.00437447	  0.03273487
SAR0610	  0.00306440	  0.01183595
SAR0611	  0.00106860	  0.02647202
SAR0612	  0.00118475	  0.03252700
SAR0613	  0.00051137	  0.02400229
SAR0614	  0.00291168	  0.00894958
SAR0615	  0.00121421	  0.05738862
SAR0618	  0.00289437	  0.02777577
SAR0619	  0.00250429	  0.04182639
SAR0620	  0.00095161	  0.02768658
SAR0621	  0.00330240	  0.01950471
SAR0622	  0.00333932	  0.00971928
SAR0623	  0.00223434	  0.02414670
SAR0624	  0.00415337	  0.02322959
SAR0625	  0.00006587	  0.00000000
SAR0626	  0.00724858	  0.07356270
SAR0627	  0.01431091	  0.13629328
SAR0629	  0.00094897	  0.02615491
SAR0630	  0.00714826	  0.09131988
SAR0633	  0.00708203	  0.13146210
SAR0006	  0.00363710	  0.07041774
SAR0634	  0.00065480	  0.03825821
SAR0635	  0.00428978	  0.08164893
SAR0637	  0.00037352	  0.02823342
SAR0641	  0.00046285	  0.01359634
SAR0642	  0.00053378	  0.00806864
SAR0643	  0.00088421	  0.01011447
SAR0644	  0.00000000	  0.04297503
SAR0645	  0.00132435	  0.01933314
SAR0646	  0.00267370	  0.02539433
SAR0647	  0.00101429	  0.02721412
SAR0648	  0.00072100	  0.01200670
SAR0649	  0.00637104	  0.03139228
SAR0650	  0.00723930	  0.03515187
SAR0651	  0.00012445	  0.00655197
SAR0652	  0.00268926	  0.02568696
SAR0653	  0.00034540	  0.02694708
SAR0655	  0.00086084	  0.02451789
SAR0656	  0.00131306	  0.02121376
SAR0657	  0.00021494	  0.02690603
SAR0658	  0.00397031	  0.02635717
SAR0659	  0.00598204	  0.02292750
SAR0660	  0.00895501	  0.06357953
SAR0661	  0.00569380	  0.06336579
SAR0662	  0.01181564	  0.04121253
SAR0663	  0.00004937	  0.00841381
SAR0664	  0.00280978	  0.06497537
SAR0665	  0.00640206	  0.05800803
SAR0666	  0.00840780	  0.03529086
SAR0667	  0.00050385	  0.02824044
SAR0668	  0.00335640	  0.02717350
SAR0669	  0.00462211	  0.14321662
SAR0670	  0.00483846	  0.08000611
SAR0671	  0.00032837	  0.01802508
SAR0672	  0.00351708	  0.02271900
SAR0673	  0.00003898	  0.04087328
SAR0674	  0.00055154	  0.03333397
SAR0675	  0.00155115	  0.01886726
SAR0676	  0.00282770	  0.03352805
SAR0679	  0.00416067	  0.00885813
SAR0680	  0.00156495	  0.06982951
SAR0681	  0.01231980	  0.07261805
SAR0682	  0.00246406	  0.04145305
SAR0683	  0.00203167	  0.05700971
SAR0684	  0.00153728	  0.02707773
SAR0698	  0.19925104	  0.22322702
SAR0722	  0.18252667	  0.20280137
SAR0728	  0.00120886	  0.03401072
SAR0729	  0.00577643	  0.01685134
SAR0730	  0.00652231	  0.06098893
SAR0731	  0.00245048	  0.03551198
SAR0732	  0.00522315	  0.01610909
SAR0733	  0.00117983	  0.04018054
SAR0734	  0.00491801	  0.01034800
SAR0735	  0.00294069	  0.01494720
SAR0736	  0.00402096	  0.05812746
SAR0737	  0.00467228	  0.01675395
SAR0738	  0.00418287	  0.03031506
SAR0739	  0.00000000	  0.00734331
SAR0740	  0.00779087	  0.02414317
SAR0741	  0.00194745	  0.01711410
SAR0742	  0.00329159	  0.00837919
SAR0743	  0.00425551	  0.04258684
SAR0744	  0.00685184	  0.04016236
SAR0747	  0.00802059	  0.04191823
SAR0748	  0.00068553	  0.01398779
SAR0749	  0.00145105	  0.02667826
SAR0750	  0.00738163	  0.04765175
SAR0751	  0.00152437	  0.02937571
SAR0752	  0.00352284	  0.03549741
SAR0007	  0.00037255	  0.05657626
SAR0753	  0.00399998	  0.04527734
SAR0754	  0.00645332	  0.05027310
SAR0755	  0.00170634	  0.03875152
SAR0756	  0.00319001	  0.01844912
SAR0757	  0.00189662	  0.04216490
SAR0758	  0.00116013	  0.00910572
SAR0759	  0.00003621	  0.00913770
SAR0760	  0.00085054	  0.01724234
SAR0761	  0.01329658	  0.01490737
SAR0762	  0.00268940	  0.01702682
SAR0763	  0.00195339	  0.02099372
SAR0764	  0.00071160	  0.02639951
SAR0765	  0.00056451	  0.01622144
SAR0766	  0.00308208	  0.02206674
SAR0767	  0.00365054	  0.02552918
SAR0768	  0.00836602	  0.01579575
SAR0769	  0.00717303	  0.03403740
SAR0770	  0.00080416	  0.01970420
SAR0771	  0.00120861	  0.03373173
SAR0772	  0.00010147	  0.01919707
SAR0773	  0.00202800	  0.02649762
SAR0774	  0.00000000	  0.00000000
SAR0775	  0.00439800	  0.02407675
SAR0776	  0.00161714	  0.03339095
SAR0777	  0.00441533	  0.03757827
SAR0778	  0.00211635	  0.03449367
SAR0779	  0.05699452	  0.05656321
SAR0780	  0.00452519	  0.04070255
SAR0781	  0.00067443	  0.05214159
SAR0782	  0.00237711	  0.10231709
SAR0783	  0.00456586	  0.10816665
SAR0784	  0.00018413	  0.00653385
SAR0785	  0.00033855	  0.05713905
SAR0786	  0.00088460	  0.09610602
SAR0787	  0.00611255	  0.22497066
SAR0788	  0.00824961	  0.13920045
SAR0789	  0.00944107	  0.17954149
SAR0790	  0.00731555	  0.14517467
SAR0791	  0.00131191	  0.06936105
SAR0792	  0.00197523	  0.03796265
SAR0793	  0.00805882	  0.06180642
SAR0794	  0.00177470	  0.01357291
SAR0795	  0.00052373	  0.01177585
SAR0796	  0.00161567	  0.02359674
SAR0797	  0.00270100	  0.02864321
SAR0798	  0.00107875	  0.01947046
SAR0799	  0.00000000	  0.02886650
SAR0800	  0.00028581	  0.03018827
SAR0801	  0.00063638	  0.04135775
SAR0802	  0.00174631	  0.02596480
SAR0803	  0.00246271	  0.03479944
SAR0804	  0.00813048	  0.03913360
SAR0805	  0.00505828	  0.01371626
SAR0806	  0.01088576	  0.00819998
SAR0807	  0.00056172	  0.03614759
SAR0809	  0.00554905	  0.02234996
SAR0810	  0.00068731	  0.02003790
SAR0811	  0.00095090	  0.02693865
SAR0812	  0.00115123	  0.05097910
SAR0813	  0.00077534	  0.03875680
SAR0814	  0.00002721	  0.04066983
SAR0815	  0.00371667	  0.02316981
SAR0816	  0.00802247	  0.01905382
SAR0817	  0.00201878	  0.02500625
SAR0818	  0.00064409	  0.02898403
SAR0820	  0.00076895	  0.03175478
SAR0821	  0.00029821	  0.02783216
SAR0822	  0.00005238	  0.02169410
SAR0823	  0.00021116	  0.03227407
SAR0825	  0.00255884	  0.01121035
SAR0826	  0.00272950	  0.01487975
SAR0827	  0.00063607	  0.01283841
SAR0828	  0.00007617	  0.00851679
SAR0829	  0.00052329	  0.01967131
SAR0830	  0.00202867	  0.01820182
SAR0831	  0.00051171	  0.04091043
SAR0832	  0.00019410	  0.00973588
SAR0833	  0.00136277	  0.02645073
SAR0834	  0.00042247	  0.00248461
SAR0835	  0.01034708	  0.18410065
SAR0836	  0.00576406	  0.13434143
SAR0837	  0.00244744	  0.06727608
SAR0842	  0.04238796	  0.57298820
SAR0845	  0.03664286	  0.12574713
SAR0846	  0.03793407	  0.12077429
SAR0847	  0.00544935	  0.02685304
SAR0848	  0.00024261	  0.00049158
SAR0849	  0.01248262	  0.03962952
SAR0850	  0.00386882	  0.01804320
SAR0851	  0.00483951	  0.02726401
SAR0852	  0.00883591	  0.00099052
SAR0853	  0.00020119	  0.01173168
SAR0854	  0.00307865	  0.00619083
SAR0855	  0.00076933	  0.01224707
SAR0008	  0.00295428	  0.02840916
SAR0856	  0.00257918	  0.02778080
SAR0857	  0.00552809	  0.01254415
SAR0858	  0.00094030	  0.00582899
SAR0859	  0.00242995	  0.01287443
SAR0860	  0.00776763	  0.02408132
SAR0861	  0.00067178	  0.01162832
SAR0862	  0.00544577	  0.04880641
SAR0863	  0.00134541	  0.02571557
SAR0864	  0.00520531	  0.02689107
SAR0865	  0.00996339	  0.02528095
SAR0867	  0.00411835	  0.02263890
SAR0868	  0.00583817	  0.03461975
SAR0870	  0.00352076	  0.02073866
SAR0871	  0.00032684	  0.05936674
SAR0872	  0.00393207	  0.06072466
SAR0874	  0.00025085	  0.02292087
SAR0875	  0.00308931	  0.03334514
SAR0876	  0.00016223	  0.02005371
SAR0877	  0.00065135	  0.02071044
SAR0878	  0.00128268	  0.02696754
SAR0879	  0.00050255	  0.00731680
SAR0880	  0.00021755	  0.02226822
SAR0881	  0.00593769	  0.04512335
SAR0882	  0.00108660	  0.02874121
SAR0883	  0.00734663	  0.03858965
SAR0884	  0.00125747	  0.02579370
SAR0885	  0.00253185	  0.09089427
SAR0886	  0.00541637	  0.02696123
SAR0887	  0.00010849	  0.01599906
SAR0888	  0.00071789	  0.01660051
SAR0889	  0.00196916	  0.03588011
SAR0890	  0.00552694	  0.01416739
SAR0891	  0.00095539	  0.04397520
SAR0892	  0.00450291	  0.03181194
SAR0893	  0.00048882	  0.00059415
SAR0894	  0.00221045	  0.01781905
SAR0895	  0.00043128	  0.00881647
SAR0896	  0.00000000	  0.00862261
SAR0897	  0.00087099	  0.01812911
SAR0898	  0.00082703	  0.01423628
SAR0899	  0.00309198	  0.00652067
SAR0900	  0.00004799	  0.02632002
SAR0901	  0.00010640	  0.00818052
SAR0902	  0.00230737	  0.03246009
SAR0903	  0.00022593	  0.00918695
SAR0904	  0.00385874	  0.02962374
SAR0905	  0.00096825	  0.03140838
SAR0906	  0.00367069	  0.04710359
SAR0907	  0.00407552	  0.02414588
SAR0908	  0.00029217	  0.02660229
SAR0909	  0.00017186	  0.01303653
SAR0910	  0.00051547	  0.03642124
SAR0911	  0.00095535	  0.03492339
SAR0912	  0.00022263	  0.01787091
SAR0913	  0.00017596	  0.01343263
SAR0914	  0.00156131	  0.01704856
SAR0915	  0.00181863	  0.01779196
SAR0916	  0.00038073	  0.03528445
SAR0917	  0.00074351	  0.00566246
SAR0918	  0.00681387	  0.03249301
SAR0099	  0.00575928	  0.07710914
SAR0919	  0.00101971	  0.02281498
SAR0920	  0.00004054	  0.01852333
SAR0921	  0.00259859	  0.02893660
SAR0922	  0.00106895	  0.02635406
SAR0923	  0.00238925	  0.02952793
SAR0924	  0.00118302	  0.02293806
SAR0925	  0.00381307	  0.04326498
SAR0926	  0.00402585	  0.02531282
SAR0927	  0.00281260	  0.05533471
SAR0928	  0.00284841	  0.03326295
SAR0100	  0.01436552	  0.05770863
SAR0929	  0.00336002	  0.03144001
SAR0930	  0.00144498	  0.01381123
SAR0931	  0.01001603	  0.08236584
SAR0932	  0.19933360	  0.22341534
SAR0933	  0.00289040	  0.03041707
SAR0934	  0.00078326	  0.03698754
SAR0935	  0.00000000	  0.00966794
SAR0936	  0.07170601	  0.02150912
SAR0937	  0.00186741	  0.01888453
SAR0938	  0.00067136	  0.01996724
SAR0101	  0.03137471	  0.08615506
SAR0939	  0.00556913	  0.02519027
SAR0943	  0.01427847	  0.13145905
SAR0944	  0.00573715	  0.04472607
SAR0945	  0.00337527	  0.01478309
SAR0946	  0.00102547	  0.01515559
SAR0947	  0.00137321	  0.02832238
SAR0948	  0.00393609	  0.03144810
SAR0949	  0.00156949	  0.07620329
SAR0950	  0.00225655	  0.01742219
SAR0951	  0.00401120	  0.05568608
SAR0952	  0.01474291	  0.17296442
SAR0953	  0.01602234	  0.16059686
SAR0009	  0.00105408	  0.01272264
SAR0963	  0.18209572	  0.19474492
SAR0964	  0.00171186	  0.11847442
SAR0965	  0.00058877	  0.00000000
SAR0966	  0.00090198	  0.01633378
SAR0967	  0.00951962	  0.01888948
SAR0968	  0.00059440	  0.02288407
SAR0969	  0.00089247	  0.01614102
SAR0970	  0.00479209	  0.01504042
SAR0971	  0.00333017	  0.02969643
SAR0104	  0.01473805	  0.02866230
SAR0972	  0.00136366	  0.01144497
SAR0973	  0.00003877	  0.02052436
SAR0974	  0.00006191	  0.01673298
SAR0975	  0.00328420	  0.03063002
SAR0976	  0.00114745	  0.03924072
SAR0977	  0.00098258	  0.01942163
SAR0978	  0.00045072	  0.03768319
SAR0979	  0.00058703	  0.01690205
SAR0980	  0.00041422	  0.01050222
SAR0981	  0.00401257	  0.01771181
SAR0105	  0.00849597	  0.09465857
SAR0985	  0.00139119	  0.00975733
SAR0986	  0.00075412	  0.01625612
SAR0987	  0.00153888	  0.02718786
SAR0988	  0.00304888	  0.02106742
SAR0989	  0.01176220	  0.00637134
SAR0990	  0.00087971	  0.02176912
SAR0991	  0.00057648	  0.02557145
SAR0992	  0.00847063	  0.02461983
SAR0993	  0.00078583	  0.01990704
SAR0994	  0.00027541	  0.00164685
SAR0995	  0.00021340	  0.01396680
SAR0996	  0.00240462	  0.01077809
SAR0997	  0.00137453	  0.02764708
SAR0998	  0.00000000	  0.00000000
SAR0999	  0.00147061	  0.01731053
SAR1000	  0.01005624	  0.00665769
SAR1002	  0.00791534	  0.02569043
SAR1003	  0.00735884	  0.04886260
SAR0107	  0.00801732	  0.07357388
SAR1004	  0.00707381	  0.02342514
SAR1005	  0.01315990	  0.05519150
SAR1010	  0.00000000	  0.06427611
SAR1011	  0.00747119	  0.08154353
